Customer Name,State,Order Time,Amount (INR)
Aditya Mehta,Bihar,23:31,380.51
Kabir Das,Punjab,23:10,541.69
Pooja Verma,Rajasthan,19:43,80.0
Rahul Singh,Bihar,18:55,417.01
Aarav Singh,Gujarat,16:09,451.22
Rohan Reddy,Gujarat,12:47,290.0
Arjun Singh,Punjab,19:20,820.47
Sneha Mishra,Maharashtra,17:43,380.56
Vivaan Verma,Delhi,21:25,80.0
Aditya Reddy,Kerala,22:19,188.64
Ishita Patel,West Bengal,16:18,466.36
Ritika Yadav,Rajasthan,18:23,286.11
Ritika Nair,Delhi,18:50,194.99
Ananya Verma,Gujarat,19:34,403.68
Pooja Roy,Bihar,23:00,111.76
Meera Mishra,Bihar,18:33,336.53
Ananya Iyer,Kerala,23:09,303.44
Sneha Patel,Gujarat,23:33,237.7
Arjun Kulkarni,Punjab,14:37,497.11
Rahul Das,Karnataka,17:37,283.14
Ritika Sharma,Tamil Nadu,18:18,338.78
Sneha Mishra,Punjab,21:53,339.4
Ishita Joshi,Kerala,18:12,490.25
Karan Yadav,Uttar Pradesh,20:28,473.8
Kabir Joshi,Tamil Nadu,21:49,536.63
Priya Nair,Rajasthan,13:05,500.39
Rohan Yadav,Madhya Pradesh,17:38,684.99
Vivaan Singh,Punjab,21:22,647.73
Meera Das,Gujarat,17:11,294.64
Aarav Iyer,Kerala,15:06,341.65
Kabir Patel,Karnataka,19:49,464.39
Ananya Verma,Delhi,20:40,264.58
Aditya Gupta,Uttar Pradesh,18:01,748.98
Aditya Singh,Madhya Pradesh,17:57,452.89
Ishita Patel,Gujarat,19:59,399.41
Ritika Iyer,Bihar,18:43,446.99
Arjun Verma,Punjab,19:17,533.04
Kabir Reddy,Karnataka,23:15,474.02
Neha Nair,Tamil Nadu,21:05,281.92
Sneha Iyer,Karnataka,15:51,545.49
Aisha Singh,Madhya Pradesh,22:01,411.63
Meera Yadav,Bihar,16:31,594.74
Pooja Reddy,Uttar Pradesh,16:11,417.32
Aarav Joshi,Uttar Pradesh,20:49,795.55
Sneha Sharma,Kerala,13:14,363.52
Rohan Patel,Delhi,17:52,301.86
Vivaan Yadav,Delhi,11:24,185.3
Pooja Reddy,Karnataka,20:51,635.66
Pooja Reddy,Uttar Pradesh,23:36,469.28
Ritika Verma,Uttar Pradesh,23:51,310.77
Diya Das,Rajasthan,19:03,464.7
Ananya Gupta,Delhi,22:21,445.63
Sanjay Singh,Karnataka,17:51,514.71
Ishita Sharma,Gujarat,21:09,645.05
Rahul Mishra,West Bengal,23:23,80.0
Meera Gupta,Maharashtra,17:10,555.95
Arjun Yadav,Madhya Pradesh,23:11,356.26
Vikram Kulkarni,Uttar Pradesh,19:37,295.5
Rohan Iyer,Rajasthan,18:11,270.4
Aarav Kulkarni,Uttar Pradesh,11:36,784.24
Vivaan Verma,Uttar Pradesh,16:39,717.81
Ananya Roy,Uttar Pradesh,21:21,548.25
Aditya Singh,Punjab,20:56,407.94
Aditya Mishra,Bihar,16:21,164.98
Kabir Sharma,Rajasthan,20:22,687.86
Sneha Yadav,Maharashtra,18:28,364.43
Arjun Verma,Tamil Nadu,16:34,427.63
Meera Patel,Kerala,19:48,190.5
Ananya Verma,Kerala,23:18,575.48
Aarav Joshi,Rajasthan,20:10,398.86
Meera Verma,Bihar,23:05,614.92
Ishita Gupta,Uttar Pradesh,22:27,245.27
Rohan Gupta,Tamil Nadu,19:13,489.4
Priya Iyer,Bihar,12:34,283.17
Sneha Roy,Rajasthan,18:25,497.27
Ritika Das,Kerala,20:27,560.0
Aditya Mehta,Madhya Pradesh,16:06,274.29
Aarav Singh,Karnataka,13:30,80.0
Rahul Mehta,Tamil Nadu,12:16,489.36
Aditya Roy,West Bengal,16:24,532.55
Pooja Verma,Kerala,22:16,473.61
Ananya Mishra,Rajasthan,17:44,379.53
Rahul Patel,Madhya Pradesh,16:48,606.86
Ritika Singh,West Bengal,21:33,486.59
Arjun Das,Madhya Pradesh,21:56,268.38
Ananya Nair,Rajasthan,23:45,604.98
Vivaan Das,Uttar Pradesh,23:43,230.79
Sanjay Verma,Maharashtra,22:10,358.39
Priya Yadav,Delhi,21:43,554.55
Arjun Singh,Madhya Pradesh,21:20,613.89
Aditya Patel,Tamil Nadu,15:54,340.89
Sneha Das,Kerala,19:44,405.88
Sanjay Gupta,West Bengal,19:09,333.79
Karan Gupta,Uttar Pradesh,12:06,188.79
Rahul Gupta,Maharashtra,20:56,80.0
Pooja Reddy,Tamil Nadu,18:36,681.49
Sanjay Nair,Gujarat,20:39,581.41
Sanjay Roy,Bihar,16:56,524.62
Ishita Kulkarni,Delhi,22:17,482.3
Pooja Sharma,Punjab,20:17,280.55
Diya Mishra,Bihar,15:14,80.0
Karan Mehta,Bihar,13:17,537.74
Arjun Gupta,Madhya Pradesh,21:58,523.4
Arjun Kulkarni,Kerala,19:52,80.0
Vivaan Das,Karnataka,23:25,533.42
Karan Yadav,West Bengal,19:12,390.0
Priya Mishra,Gujarat,19:58,618.76
Pooja Kulkarni,Delhi,18:32,751.45
Meera Roy,Maharashtra,18:31,298.36
Sanjay Nair,Karnataka,22:35,369.86
Pooja Joshi,Karnataka,20:53,301.33
Aditya Mehta,Gujarat,17:36,490.19
Priya Mishra,Delhi,16:17,203.51
Arjun Das,Gujarat,23:43,80.0
Aarav Nair,Karnataka,16:00,224.95
Ananya Mehta,Uttar Pradesh,19:45,275.43
Sneha Iyer,Tamil Nadu,20:13,259.76
Kabir Mehta,Madhya Pradesh,14:37,387.46
Rahul Sharma,West Bengal,23:53,418.32
Pooja Das,Madhya Pradesh,16:43,338.47
Rahul Nair,Maharashtra,17:20,544.05
Sneha Mehta,Madhya Pradesh,17:19,80.0
Priya Verma,West Bengal,19:51,80.0
Sanjay Iyer,Madhya Pradesh,18:01,509.54
Diya Mehta,Rajasthan,21:47,318.8
Vivaan Gupta,Bihar,23:21,409.08
Ananya Roy,West Bengal,16:42,263.77
Pooja Das,Rajasthan,22:56,135.19
Vikram Verma,Rajasthan,20:16,474.21
Vikram Yadav,Karnataka,23:41,293.67
Aditya Singh,Punjab,20:26,779.48
Ishita Joshi,Rajasthan,16:07,317.09
Diya Sharma,Madhya Pradesh,12:04,203.14
Diya Reddy,Delhi,12:24,418.91
Aisha Mehta,Tamil Nadu,23:08,537.7
Priya Joshi,Tamil Nadu,23:29,389.42
Karan Joshi,Bihar,19:21,486.93
Rohan Joshi,Madhya Pradesh,22:13,490.39
Rohan Gupta,Karnataka,13:05,440.01
Karan Gupta,Tamil Nadu,16:30,283.93
Meera Sharma,Gujarat,14:00,358.58
Ishita Yadav,West Bengal,20:40,671.88
Ananya Singh,Bihar,20:06,311.29
Meera Das,Uttar Pradesh,18:02,482.08
Neha Mehta,Kerala,18:21,179.88
Arjun Reddy,Madhya Pradesh,21:57,415.31
Diya Joshi,Delhi,22:51,757.45
Meera Sharma,Delhi,20:13,934.41
Aarav Gupta,West Bengal,20:41,570.21
Vivaan Iyer,Madhya Pradesh,18:03,642.52
Sanjay Sharma,Madhya Pradesh,23:03,635.08
Rahul Iyer,Kerala,16:30,574.86
Karan Singh,Bihar,18:26,397.37
Rahul Roy,West Bengal,18:08,663.62
Arjun Mishra,Maharashtra,14:18,401.85
Rahul Yadav,Maharashtra,14:49,423.5
Sneha Mishra,West Bengal,21:26,391.52
Neha Verma,Gujarat,12:44,302.24
Diya Joshi,Delhi,23:58,424.62
Rahul Mishra,Uttar Pradesh,18:05,330.66
Aisha Patel,Bihar,17:41,80.0
Ananya Nair,Rajasthan,18:52,477.47
Rohan Mishra,Gujarat,20:43,283.8
Ishita Iyer,Bihar,23:56,653.87
Vivaan Sharma,Karnataka,18:22,325.85
Kabir Gupta,Rajasthan,19:52,365.02
Ishita Verma,Maharashtra,12:17,689.09
Meera Kulkarni,Kerala,20:51,172.28
Rohan Patel,Karnataka,18:54,360.97
Rohan Patel,Tamil Nadu,21:36,310.61
Kabir Verma,Uttar Pradesh,16:01,536.32
Karan Nair,Kerala,21:02,540.72
Aditya Mehta,Madhya Pradesh,17:43,678.5
Aisha Yadav,Bihar,15:42,312.42
Ishita Das,West Bengal,17:27,188.77
Ananya Nair,Punjab,16:09,199.18
Vikram Reddy,Uttar Pradesh,23:10,506.9
Aisha Mishra,Kerala,22:04,128.69
Diya Joshi,Delhi,17:32,546.96
Ananya Das,Madhya Pradesh,15:05,649.19
Kabir Nair,Uttar Pradesh,13:28,533.65
Ishita Patel,Kerala,18:25,385.93
Arjun Sharma,West Bengal,13:50,317.81
Sanjay Gupta,Madhya Pradesh,17:13,621.99
Kabir Joshi,Punjab,21:54,124.91
Kabir Joshi,West Bengal,19:45,177.8
Pooja Kulkarni,Kerala,22:14,619.5
Aarav Joshi,Punjab,22:18,80.0
Vikram Das,Punjab,18:10,367.37
Diya Verma,Bihar,18:16,235.53
Sanjay Singh,Delhi,23:13,662.15
Kabir Mishra,Delhi,18:26,335.91
Vivaan Reddy,Madhya Pradesh,21:49,215.36
Kabir Nair,Madhya Pradesh,15:31,306.53
Aarav Das,Bihar,23:53,546.57
Ritika Nair,West Bengal,20:44,80.0
Ritika Verma,Bihar,19:42,342.81
Sanjay Gupta,Punjab,16:38,415.42
Ananya Mehta,Tamil Nadu,23:28,311.65
Karan Verma,Tamil Nadu,13:32,194.52
Neha Mishra,Bihar,16:47,373.77
Vikram Roy,Delhi,20:18,659.93
Pooja Reddy,Madhya Pradesh,22:11,629.8
Aisha Das,Bihar,15:48,205.25
Pooja Das,Kerala,12:45,206.02
Arjun Roy,Bihar,21:56,282.44
Arjun Yadav,Gujarat,18:09,414.2
Vivaan Roy,Gujarat,20:10,705.07
Neha Roy,Rajasthan,19:50,471.25
Neha Singh,West Bengal,23:06,486.56
Sanjay Mishra,Madhya Pradesh,18:47,80.0
Vikram Iyer,Delhi,13:44,397.96
Neha Kulkarni,Madhya Pradesh,21:26,471.34
Ishita Das,Gujarat,21:39,431.14
Kabir Mishra,Delhi,22:41,271.59
Pooja Yadav,Uttar Pradesh,15:49,349.32
Priya Mehta,Kerala,21:11,664.85
Rohan Kulkarni,West Bengal,19:17,455.34
Vikram Mehta,Karnataka,22:00,715.07
Ishita Nair,Bihar,19:59,400.33
Ishita Gupta,Gujarat,19:53,170.55
Neha Nair,Uttar Pradesh,17:45,398.29
Ishita Das,Delhi,22:50,361.73
Aisha Verma,Tamil Nadu,16:22,371.08
Ananya Reddy,Delhi,17:18,281.93
Priya Yadav,Uttar Pradesh,09:52,304.32
Aarav Patel,Madhya Pradesh,17:41,529.91
Sanjay Reddy,Uttar Pradesh,19:56,471.31
Ishita Iyer,Maharashtra,16:18,567.47
Aarav Reddy,West Bengal,20:51,263.1
Aisha Nair,Kerala,23:12,524.7
Ishita Das,Maharashtra,20:49,385.17
Vikram Das,Gujarat,17:40,331.37
Priya Mishra,Madhya Pradesh,17:34,458.66
Arjun Roy,Maharashtra,18:29,316.01
Ishita Sharma,Maharashtra,20:16,470.06
Vikram Patel,Uttar Pradesh,21:26,80.0
Meera Nair,Madhya Pradesh,16:24,508.7
Rahul Das,Gujarat,16:48,226.08
Ritika Sharma,Bihar,20:32,281.89
Rahul Mehta,Madhya Pradesh,18:48,492.62
Kabir Iyer,Tamil Nadu,19:10,379.51
Vikram Singh,Karnataka,18:54,98.74
Vikram Mehta,Madhya Pradesh,21:58,632.94
Pooja Sharma,West Bengal,20:02,349.62
Aarav Gupta,Uttar Pradesh,16:05,559.97
Neha Singh,Bihar,18:13,130.8
Arjun Reddy,Madhya Pradesh,19:11,339.81
Ananya Gupta,Rajasthan,19:51,526.98
Ritika Mishra,Gujarat,23:35,84.15
Kabir Roy,West Bengal,23:16,539.17
Rahul Singh,Bihar,12:22,205.19
Karan Roy,Madhya Pradesh,19:04,566.79
Priya Joshi,Kerala,15:19,496.03
Ritika Verma,Uttar Pradesh,14:27,286.69
Rohan Sharma,Punjab,19:47,547.35
Arjun Mehta,Punjab,22:56,638.57
Diya Nair,Kerala,17:35,539.19
Rahul Verma,Madhya Pradesh,14:54,205.36
Karan Reddy,West Bengal,20:40,696.32
Aditya Kulkarni,Maharashtra,23:40,200.26
Aarav Mishra,Uttar Pradesh,14:13,273.37
Vivaan Das,Rajasthan,08:30,242.7
Karan Joshi,Tamil Nadu,19:46,725.24
Neha Verma,Kerala,17:23,419.45
Aisha Sharma,Madhya Pradesh,19:39,882.99
Rohan Yadav,West Bengal,20:36,501.84
Ritika Roy,Karnataka,18:22,213.9
Vivaan Singh,Kerala,19:14,560.12
Vivaan Roy,Delhi,13:24,384.26
Diya Reddy,Kerala,19:41,385.2
Ishita Patel,Bihar,23:17,369.76
Sneha Gupta,West Bengal,16:24,345.33
Pooja Gupta,Madhya Pradesh,19:16,376.76
Meera Reddy,Delhi,16:55,402.75
Pooja Nair,Kerala,19:56,406.52
Karan Nair,Karnataka,19:17,634.69
Priya Verma,Karnataka,21:52,624.1
Rahul Roy,Delhi,16:07,502.37
Diya Roy,Kerala,15:41,451.63
Arjun Sharma,Delhi,22:10,482.92
Karan Roy,West Bengal,22:03,477.18
Rohan Mehta,Karnataka,15:36,400.84
Aarav Reddy,Bihar,18:05,89.14
Priya Nair,Uttar Pradesh,23:10,403.58
Ananya Mishra,Tamil Nadu,14:52,230.39
Rohan Gupta,Madhya Pradesh,17:43,412.6
Ishita Reddy,Kerala,18:24,381.25
Meera Verma,Maharashtra,22:58,442.74
Aisha Roy,Tamil Nadu,20:11,202.32
Diya Reddy,Uttar Pradesh,14:34,203.43
Aisha Yadav,Maharashtra,22:57,566.0
Sanjay Das,Gujarat,23:41,232.54
Arjun Das,Tamil Nadu,18:33,459.02
Arjun Singh,Kerala,19:37,249.05
Ritika Patel,Tamil Nadu,21:14,572.81
Aditya Mehta,Uttar Pradesh,21:12,290.99
Aarav Kulkarni,Bihar,19:07,190.78
Aisha Sharma,Tamil Nadu,16:20,193.29
Arjun Joshi,Maharashtra,21:16,635.98
Sneha Mishra,West Bengal,16:17,499.35
Meera Yadav,Delhi,14:30,583.37
Rohan Joshi,West Bengal,16:19,373.42
Ritika Joshi,Bihar,17:55,478.6
Rahul Kulkarni,Delhi,14:10,511.89
Rahul Singh,West Bengal,16:35,515.71
Sanjay Kulkarni,Madhya Pradesh,18:40,317.34
Aarav Yadav,Maharashtra,20:38,237.83
Arjun Patel,Maharashtra,18:38,592.69
Vivaan Kulkarni,Tamil Nadu,21:41,343.16
Aisha Mehta,Bihar,20:49,405.93
Rohan Roy,Kerala,17:42,465.2
Aisha Mehta,Delhi,22:33,471.04
Ananya Gupta,Karnataka,17:41,269.02
Aarav Verma,Maharashtra,23:22,413.74
Meera Iyer,Uttar Pradesh,19:45,450.15
Aditya Reddy,Maharashtra,14:35,331.18
Ritika Joshi,Punjab,21:38,386.89
Priya Nair,Tamil Nadu,16:26,356.5
Aisha Patel,West Bengal,21:07,486.02
Aisha Mehta,West Bengal,20:44,202.85
Kabir Iyer,Uttar Pradesh,16:21,433.8
Kabir Roy,Kerala,23:30,203.14
Rahul Mehta,Maharashtra,15:14,633.33
Ananya Yadav,Punjab,16:34,507.85
Aarav Kulkarni,Rajasthan,19:43,499.53
Ishita Patel,West Bengal,22:22,334.43
Priya Reddy,Uttar Pradesh,18:43,853.32
Priya Nair,Bihar,20:55,698.97
Sneha Singh,Delhi,19:39,550.47
Pooja Verma,Maharashtra,19:42,469.78
Diya Gupta,Gujarat,19:02,196.12
Diya Joshi,Uttar Pradesh,16:56,772.67
Ritika Mishra,Rajasthan,10:58,449.98
Aisha Mehta,Tamil Nadu,19:03,652.39
Aisha Yadav,Tamil Nadu,15:32,450.49
Pooja Iyer,Madhya Pradesh,19:07,223.65
Aisha Nair,Punjab,18:13,394.24
Meera Gupta,Maharashtra,17:16,640.62
Rohan Das,Rajasthan,19:39,622.57
Ishita Joshi,Karnataka,16:44,420.96
Pooja Joshi,Tamil Nadu,18:08,531.4
Ritika Roy,Delhi,20:51,155.53
Ananya Das,Tamil Nadu,20:51,326.64
Karan Nair,Gujarat,20:57,609.69
Aisha Das,Bihar,17:16,610.38
Vikram Mishra,Uttar Pradesh,20:10,444.27
Vivaan Singh,Rajasthan,14:28,457.27
Ishita Mehta,Punjab,16:51,596.82
Sneha Joshi,Gujarat,16:43,508.13
Sanjay Singh,Uttar Pradesh,15:11,300.43
Neha Joshi,Punjab,17:47,235.65
Kabir Reddy,Maharashtra,17:40,520.52
Karan Mishra,Karnataka,14:26,100.41
Sanjay Gupta,Tamil Nadu,19:10,363.69
Ishita Singh,Punjab,17:17,556.39
Sanjay Roy,Tamil Nadu,18:55,613.56
Pooja Kulkarni,Uttar Pradesh,15:10,394.17
Rohan Mishra,Gujarat,20:16,513.1
Aditya Singh,Karnataka,17:59,468.62
Diya Das,Gujarat,21:48,449.86
Aditya Patel,Rajasthan,18:59,368.94
Meera Mehta,Delhi,19:40,567.17
Karan Verma,West Bengal,19:42,383.19
Pooja Mishra,Punjab,21:55,267.85
Vikram Reddy,Rajasthan,17:44,390.87
Vikram Verma,Uttar Pradesh,15:40,273.73
Ritika Iyer,West Bengal,16:58,248.85
Pooja Nair,West Bengal,19:19,497.17
Pooja Iyer,Rajasthan,19:33,441.75
Karan Joshi,Rajasthan,18:59,424.47
Diya Yadav,Kerala,17:51,711.95
Neha Gupta,Delhi,20:12,202.82
Arjun Reddy,West Bengal,16:45,472.55
Meera Mishra,Tamil Nadu,19:40,491.88
Ananya Das,Uttar Pradesh,20:18,164.24
Vikram Yadav,Rajasthan,13:11,603.56
Karan Mehta,Maharashtra,16:17,230.8
Sanjay Nair,Delhi,18:34,513.4
Aarav Verma,Maharashtra,18:28,511.15
Aarav Singh,Maharashtra,21:21,590.4
Arjun Mehta,Kerala,22:50,417.43
Vivaan Joshi,Maharashtra,23:03,80.0
Sneha Yadav,Tamil Nadu,22:12,507.97
Sneha Mishra,Tamil Nadu,19:49,339.07
Ananya Iyer,Kerala,19:12,1000.92
Kabir Kulkarni,Maharashtra,10:30,352.38
Meera Roy,Rajasthan,20:46,378.73
Vivaan Kulkarni,West Bengal,16:40,401.96
Neha Singh,Punjab,23:13,186.67
Rahul Singh,Madhya Pradesh,18:50,432.61
Sneha Gupta,Maharashtra,17:02,501.8
Ritika Yadav,Bihar,15:23,457.51
Aditya Singh,Karnataka,14:21,420.14
Vivaan Sharma,Punjab,16:50,199.35
Rahul Verma,Kerala,19:50,926.07
Pooja Yadav,Kerala,18:24,382.81
Pooja Kulkarni,Karnataka,18:45,471.1
Kabir Das,Rajasthan,15:36,364.58
Rohan Das,Punjab,17:55,601.05
Sanjay Reddy,West Bengal,20:28,607.31
Neha Mishra,Rajasthan,25:75,533.28
Kabir Sharma,Madhya Pradesh,99:99,504.77
Rohan Reddy,Gujarat,-01:30,595.79
Pooja Yadav,Uttar Pradesh,48:00,291.03
Aditya Roy,West Bengal,77:15,755.24
